"x","y","x+1 dist","x-1 dist","y+1 dist","y-1 dist","width","height","table","confidence(1)","confidence(0)","prediction(table)"
1464.0,3034.0,72.0,33.0,952.0,76.0,62.0,30.0,"0",0.06931699751717789,0.9306830024828221,"0"
1536.0,3034.0,84.0,72.0,952.0,76.0,74.0,30.0,"0",0.08801130824232008,0.9119886917576799,"0"
1620.0,3034.0,128.0,84.0,952.0,76.0,119.0,29.0,"0",0.08018438930306779,0.9198156106969322,"0"
1748.0,3034.0,100.0,128.0,952.0,76.0,89.0,38.0,"0",0.08147303468480746,0.9185269653151925,"0"
1848.0,3034.0,81.0,100.0,952.0,76.0,70.0,33.0,"0",0.08300520096117368,0.9169947990388263,"0"
1929.0,3034.0,61.0,81.0,952.0,76.0,52.0,29.0,"0",0.08672120418937063,0.9132787958106294,"0"
1990.0,3034.0,112.0,61.0,952.0,76.0,102.0,29.0,"0",0.057947315096310265,0.9420526849036897,"0"
2102.0,3034.0,873.0,112.0,952.0,76.0,28.0,30.0,"0",0.38344759823804436,0.6165524017619557,"0"
1239.0,3165.0,0.0,873.0,952.0,952.0,32.0,27.0,"0",0.03708657574401501,0.962913424255985,"0"
314.0,186.0,360.0,0.0,1748.0,0.0,344.0,59.0,"0",2.5588197556462135E-6,0.9999974411802444,"0"
674.0,186.0,306.0,360.0,1748.0,0.0,288.0,56.0,"0",9.279030571709118E-5,0.9999072096942829,"0"
980.0,186.0,66.0,306.0,1748.0,0.0,56.0,59.0,"0",1.9436896602733174E-5,0.9999805631033972,"0"
1046.0,186.0,141.0,66.0,1748.0,0.0,125.0,59.0,"0",5.382279379317593E-6,0.9999946177206207,"0"
1187.0,186.0,880.0,141.0,1748.0,0.0,149.0,59.0,"0",2.648537388477706E-4,0.9997351462611522,"0"
2057.0,314.0,39.0,880.0,1748.0,1748.0,30.0,27.0,"1",0.7998241694659288,0.20017583053407112,"1"
2096.0,314.0,1788.0,39.0,1749.0,1748.0,122.0,30.0,"1",0.43313495889536135,0.5668650411046385,"0"
310.0,391.0,128.0,1788.0,1749.0,1749.0,115.0,28.0,"1",0.8360926448070586,0.16390735519294145,"1"
438.0,391.0,120.0,128.0,100.0,1749.0,106.0,28.0,"1",0.20847870863482523,0.7915212913651748,"0"
558.0,391.0,123.0,120.0,100.0,1749.0,109.0,27.0,"1",0.24563808842458604,0.7543619115754139,"0"
681.0,391.0,136.0,123.0,100.0,1749.0,121.0,29.0,"1",0.2747372646350356,0.7252627353649644,"0"
817.0,391.0,233.0,136.0,100.0,1749.0,220.0,36.0,"1",0.3087665256904537,0.6912334743095463,"0"
1050.0,391.0,355.0,233.0,100.0,1749.0,166.0,34.0,"1",0.7475097891264104,0.2524902108735894,"1"
1405.0,391.0,376.0,355.0,100.0,1749.0,63.0,32.0,"1",0.7607248527803754,0.2392751472196246,"1"
1781.0,391.0,377.0,376.0,100.0,1749.0,63.0,30.0,"1",0.7956258748508943,0.20437412514910566,"1"
2158.0,391.0,1851.0,377.0,100.0,1749.0,61.0,30.0,"1",0.7358429311887487,0.26415706881125134,"1"
310.0,491.0,74.0,1851.0,100.0,100.0,64.0,29.0,"1",0.2172823779699943,0.7827176220300058,"0"
384.0,491.0,59.0,74.0,62.0,100.0,50.0,29.0,"1",0.0401581438557679,0.9598418561442321,"0"
443.0,491.0,69.0,59.0,62.0,100.0,58.0,29.0,"1",0.04740438352521479,0.9525956164747853,"0"
512.0,491.0,169.0,69.0,62.0,100.0,159.0,38.0,"1",0.027472602416490015,0.97252739758351,"0"
681.0,491.0,145.0,169.0,62.0,100.0,136.0,38.0,"1",0.09000189551693423,0.9099981044830657,"0"
826.0,491.0,35.0,145.0,62.0,100.0,29.0,29.0,"1",0.08400061921996156,0.9159993807800384,"0"
861.0,491.0,53.0,35.0,62.0,100.0,43.0,29.0,"1",0.05895345088052583,0.9410465491194742,"0"
914.0,491.0,394.0,53.0,62.0,100.0,89.0,38.0,"1",0.40209750596342986,0.5979024940365701,"0"
1308.0,491.0,58.0,394.0,62.0,100.0,12.0,32.0,"1",0.5506307319004862,0.4493692680995139,"1"
1366.0,491.0,319.0,58.0,62.0,100.0,101.0,36.0,"1",0.4961738677511036,0.5038261322488964,"0"
1685.0,491.0,55.0,319.0,62.0,100.0,12.0,33.0,"1",0.5218009992587868,0.4781990007412133,"1"
1740.0,491.0,321.0,55.0,62.0,100.0,104.0,36.0,"1",0.5017202975634351,0.498279702436565,"1"
2061.0,491.0,56.0,321.0,62.0,100.0,12.0,32.0,"1",0.5888148967424244,0.4111851032575755,"1"
2117.0,491.0,1809.0,56.0,62.0,100.0,104.0,37.0,"1",0.06205514681626305,0.937944853183737,"0"
310.0,553.0,67.0,1809.0,62.0,62.0,157.0,36.0,"1",0.047411183288760525,0.9525888167112395,"0"
347.0,608.0,57.0,67.0,67.0,67.0,47.0,27.0,"1",0.12127971874889602,0.8787202812511039,"0"
404.0,608.0,963.0,57.0,61.0,67.0,100.0,27.0,"1",0.6278899536885646,0.3721100463114355,"1"
1367.0,608.0,389.0,963.0,61.0,67.0,101.0,33.0,"1",0.9159287403929408,0.08407125960705918,"1"
1756.0,608.0,361.0,389.0,61.0,67.0,88.0,37.0,"1",0.9063365975434573,0.09366340245654267,"1"
2117.0,608.0,1774.0,361.0,61.0,67.0,102.0,34.0,"1",0.9149147594974222,0.08508524050257768,"1"
345.0,668.0,181.0,1774.0,61.0,61.0,170.0,37.0,"1",0.6311865883456079,0.368813411654392,"1"
526.0,668.0,36.0,181.0,72.0,61.0,26.0,22.0,"1",0.3163620449467268,0.6836379550532733,"0"
562.0,668.0,133.0,36.0,72.0,61.0,123.0,29.0,"1",0.11753394917438187,0.882466050825618,"0"
695.0,668.0,52.0,133.0,72.0,61.0,42.0,22.0,"1",0.33506215052911,0.6649378494708901,"0"
747.0,668.0,111.0,52.0,72.0,61.0,101.0,27.0,"1",0.19093299655088,0.8090670034491201,"0"
858.0,668.0,36.0,111.0,72.0,61.0,26.0,22.0,"1",0.33048542037111023,0.6695145796288898,"0"
894.0,668.0,67.0,36.0,72.0,61.0,58.0,30.0,"1",0.14673356417038816,0.8532664358296118,"0"
961.0,668.0,146.0,67.0,72.0,61.0,137.0,37.0,"1",0.13235346340289986,0.8676465365971001,"0"
1107.0,668.0,724.0,146.0,72.0,61.0,32.0,37.0,"1",0.8657523241954365,0.1342476758045636,"1"
386.0,726.0,84.0,724.0,72.0,72.0,75.0,36.0,"1",0.40094795218015195,0.5990520478198481,"0"
470.0,726.0,59.0,84.0,58.0,72.0,48.0,38.0,"1",0.13324785025320063,0.8667521497467994,"0"
529.0,726.0,156.0,59.0,58.0,72.0,151.0,35.0,"1",0.09880692293281637,0.9011930770671837,"0"
384.0,783.0,186.0,156.0,58.0,58.0,176.0,36.0,"1",0.24552231172690905,0.7544776882730908,"0"
570.0,783.0,59.0,186.0,59.0,58.0,50.0,29.0,"1",0.31145227042740004,0.6885477295726,"0"
629.0,783.0,738.0,59.0,59.0,58.0,171.0,27.0,"1",0.7495851328025344,0.25041486719746564,"1"
1367.0,783.0,378.0,738.0,59.0,58.0,101.0,37.0,"1",0.9123360423431951,0.08766395765680492,"1"
1745.0,783.0,375.0,378.0,59.0,58.0,98.0,37.0,"1",0.908581507729025,0.09141849227097498,"1"
2120.0,783.0,1738.0,375.0,59.0,58.0,99.0,34.0,"1",0.9289462530152379,0.07105374698476204,"1"
384.0,842.0,56.0,1738.0,59.0,59.0,47.0,27.0,"1",0.6166179909110925,0.3833820090889075,"1"
440.0,842.0,78.0,56.0,70.0,59.0,70.0,29.0,"1",0.1585180541116611,0.8414819458883389,"0"
518.0,842.0,80.0,78.0,70.0,59.0,71.0,29.0,"1",0.223964297853518,0.776035702146482,"0"
598.0,842.0,35.0,80.0,70.0,59.0,29.0,29.0,"1",0.23919149096493486,0.7608085090350651,"0"
633.0,842.0,132.0,35.0,70.0,59.0,122.0,31.0,"1",0.1255608713837494,0.8744391286162505,"0"
765.0,842.0,85.0,132.0,70.0,59.0,74.0,38.0,"1",0.26216667383769204,0.7378333261623079,"0"
850.0,842.0,59.0,85.0,70.0,59.0,50.0,29.0,"1",0.2840682179002135,0.7159317820997865,"0"
909.0,842.0,159.0,59.0,70.0,59.0,149.0,35.0,"1",0.1519550776590706,0.8480449223409293,"0"
1068.0,842.0,316.0,159.0,70.0,59.0,156.0,27.0,"1",0.8859370227759198,0.11406297722408026,"1"
1384.0,842.0,376.0,316.0,70.0,59.0,83.0,34.0,"1",0.8991074471279721,0.10089255287202792,"1"
1760.0,842.0,374.0,376.0,70.0,59.0,83.0,37.0,"1",0.9068484804204962,0.09315151957950392,"1"
2134.0,842.0,1788.0,374.0,70.0,59.0,86.0,37.0,"1",0.9230575877870842,0.07694241221291587,"1"
347.0,901.0,125.0,1788.0,70.0,70.0,115.0,38.0,"1",0.6378819039264962,0.3621180960735038,"1"
472.0,901.0,34.0,125.0,68.0,70.0,24.0,26.0,"1",0.28752969540108525,0.7124703045989148,"0"
506.0,901.0,87.0,34.0,68.0,70.0,77.0,22.0,"1",0.22586251756439685,0.7741374824356032,"0"
593.0,901.0,59.0,87.0,68.0,70.0,50.0,30.0,"1",0.26115903490276726,0.7388409650972328,"0"
652.0,901.0,277.0,59.0,68.0,70.0,123.0,30.0,"1",0.7404833186911123,0.25951668130888766,"1"
382.0,959.0,136.0,277.0,68.0,68.0,125.0,27.0,"1",0.4178805448563225,0.5821194551436775,"0"
518.0,959.0,837.0,136.0,59.0,68.0,135.0,29.0,"1",0.9085602382302539,0.09143976176974607,"1"
1355.0,959.0,374.0,837.0,59.0,68.0,124.0,38.0,"1",0.9157487823518154,0.08425121764818456,"1"
1729.0,959.0,377.0,374.0,59.0,68.0,126.0,39.0,"1",0.9087622390573968,0.09123776094260312,"1"
2106.0,959.0,1723.0,377.0,59.0,68.0,125.0,39.0,"1",0.9323269497508585,0.06767305024914155,"1"
384.0,1017.0,980.0,1723.0,59.0,59.0,152.0,26.0,"1",0.8875240198088793,0.11247598019112064,"1"
1364.0,1017.0,366.0,980.0,58.0,59.0,103.0,33.0,"1",0.9168970091016598,0.08310299089834015,"1"
1730.0,1017.0,403.0,366.0,58.0,59.0,125.0,39.0,"1",0.9075353686284154,0.09246463137158453,"1"
2133.0,1017.0,1750.0,403.0,58.0,59.0,87.0,34.0,"1",0.9410117085387025,0.058988291461297505,"1"
384.0,1075.0,132.0,1750.0,58.0,58.0,122.0,30.0,"1",0.7111922994421852,0.28880770055781474,"1"
516.0,1075.0,47.0,132.0,58.0,58.0,38.0,22.0,"1",0.32979608414680595,0.6702039158531942,"0"
563.0,1075.0,805.0,47.0,58.0,58.0,77.0,22.0,"1",0.8092439173900394,0.19075608260996058,"1"
1368.0,1075.0,375.0,805.0,58.0,58.0,111.0,39.0,"1",0.9131305087521467,0.08686949124785329,"1"
1743.0,1075.0,390.0,375.0,58.0,58.0,112.0,39.0,"1",0.9067698637091486,0.09323013629085146,"1"
2133.0,1075.0,1750.0,390.0,58.0,58.0,85.0,37.0,"1",0.9360733832274194,0.06392661677258059,"1"
384.0,1133.0,89.0,1750.0,58.0,58.0,80.0,29.0,"1",0.6887367764828105,0.31126322351718955,"1"
473.0,1133.0,109.0,89.0,60.0,58.0,100.0,23.0,"1",0.30115294118169844,0.6988470588183016,"0"
582.0,1133.0,800.0,109.0,60.0,58.0,77.0,23.0,"1",0.8866492252076756,0.11335077479232436,"1"
1382.0,1133.0,364.0,800.0,60.0,58.0,85.0,36.0,"1",0.9099341743133447,0.09006582568665528,"1"
1746.0,1133.0,378.0,364.0,60.0,58.0,109.0,38.0,"1",0.9055679090405302,0.09443209095946976,"1"
2124.0,1133.0,1743.0,378.0,60.0,58.0,107.0,39.0,"1",0.9343532842460901,0.06564671575390985,"1"
382.0,1192.0,135.0,1743.0,60.0,60.0,125.0,27.0,"1",0.7118690186218328,0.28813098137816706,"1"
517.0,1192.0,846.0,135.0,60.0,60.0,102.0,38.0,"1",0.8914022132017713,0.10859778679822872,"1"
1363.0,1192.0,376.0,846.0,60.0,60.0,103.0,34.0,"1",0.9114463658842615,0.08855363411573847,"1"
1739.0,1192.0,393.0,376.0,60.0,60.0,104.0,37.0,"1",0.9047432448812374,0.09525675511876266,"1"
2132.0,1192.0,1750.0,393.0,60.0,60.0,87.0,37.0,"1",0.9384377416148781,0.061562258385121846,"1"
383.0,1251.0,114.0,1750.0,60.0,60.0,104.0,27.0,"1",0.7011233856729523,0.29887661432704776,"1"
497.0,1251.0,76.0,114.0,59.0,60.0,66.0,22.0,"1",0.33441464353387684,0.6655853564661232,"0"
573.0,1251.0,808.0,76.0,59.0,60.0,102.0,37.0,"1",0.7621701740779023,0.23782982592209762,"1"
1381.0,1251.0,367.0,808.0,59.0,60.0,85.0,36.0,"1",0.9092200242029725,0.0907799757970274,"1"
1748.0,1251.0,371.0,367.0,59.0,60.0,107.0,39.0,"1",0.9046181957206801,0.0953818042793198,"1"
2119.0,1251.0,1738.0,371.0,59.0,60.0,99.0,37.0,"1",0.9311935001520121,0.06880649984798792,"1"
382.0,1309.0,123.0,1738.0,59.0,59.0,113.0,29.0,"1",0.7023263348362337,0.2976736651637663,"1"
505.0,1309.0,186.0,123.0,60.0,59.0,176.0,36.0,"1",0.21308457267165645,0.7869154273283435,"0"
691.0,1309.0,659.0,186.0,60.0,59.0,66.0,21.0,"1",0.8926411970196507,0.10735880298034933,"1"
1350.0,1309.0,387.0,659.0,60.0,59.0,128.0,39.0,"1",0.9086022312857491,0.0913977687142508,"1"
1737.0,1309.0,387.0,387.0,60.0,59.0,106.0,37.0,"1",0.9043179728510308,0.09568202714896921,"1"
2124.0,1309.0,1741.0,387.0,60.0,59.0,107.0,37.0,"1",0.941148102636095,0.05885189736390499,"1"
384.0,1368.0,89.0,1741.0,60.0,60.0,80.0,30.0,"1",0.6850900376921351,0.31490996230786505,"1"
473.0,1368.0,109.0,89.0,58.0,60.0,99.0,23.0,"1",0.3137342577385331,0.6862657422614669,"0"
582.0,1368.0,796.0,109.0,58.0,60.0,116.0,30.0,"1",0.8921582313761576,0.10784176862384244,"1"
1378.0,1368.0,368.0,796.0,58.0,60.0,88.0,33.0,"1",0.907847683644685,0.0921523163553149,"1"
1746.0,1368.0,384.0,368.0,58.0,60.0,109.0,36.0,"1",0.9032967257757886,0.09670327422421143,"1"
2130.0,1368.0,1747.0,384.0,58.0,60.0,89.0,37.0,"1",0.9380854518276301,0.061914548172369833,"1"
384.0,1426.0,131.0,1747.0,58.0,58.0,122.0,30.0,"1",0.7019242177692516,0.2980757822307484,"1"
515.0,1426.0,47.0,131.0,69.0,58.0,39.0,22.0,"1",0.32548560092096157,0.6745143990790384,"0"
562.0,1426.0,817.0,47.0,69.0,58.0,116.0,29.0,"1",0.7552286093735041,0.24477139062649592,"1"
1379.0,1426.0,379.0,817.0,69.0,58.0,88.0,36.0,"1",0.9080522717102734,0.09194772828972668,"1"
1758.0,1426.0,359.0,379.0,69.0,58.0,85.0,35.0,"1",0.9019446165590166,0.09805538344098337,"1"
2117.0,1426.0,1697.0,359.0,69.0,58.0,101.0,34.0,"1",0.927828875444153,0.07217112455584691,"1"
421.0,1484.0,73.0,1697.0,69.0,69.0,64.0,29.0,"1",0.6716397060372512,0.32836029396274885,"1"
494.0,1484.0,147.0,73.0,146.0,69.0,138.0,37.0,"1",0.11849490479675033,0.8815050952032497,"0"
641.0,1484.0,42.0,147.0,146.0,69.0,32.0,37.0,"1",0.30193887094599847,0.6980611290540016,"0"
683.0,1484.0,84.0,42.0,146.0,69.0,74.0,38.0,"1",0.12335414410723418,0.8766458558927659,"0"
767.0,1484.0,58.0,84.0,146.0,69.0,47.0,38.0,"1",0.22328387333601196,0.776716126663988,"0"
825.0,1484.0,535.0,58.0,146.0,69.0,144.0,35.0,"1",0.6879872904658803,0.3120127095341197,"1"
1360.0,1484.0,370.0,535.0,146.0,69.0,106.0,36.0,"1",0.9004400459823011,0.0995599540176988,"1"
1730.0,1484.0,384.0,370.0,146.0,69.0,124.0,39.0,"1",0.9014166490314718,0.09858335096852816,"1"
2114.0,1484.0,1809.0,384.0,146.0,69.0,104.0,34.0,"1",0.9268805211624759,0.07311947883752415,"1"
308.0,1575.0,67.0,1809.0,146.0,146.0,172.0,27.0,"1",0.2856645234219208,0.7143354765780792,"0"
346.0,1630.0,131.0,67.0,67.0,67.0,122.0,29.0,"1",0.18869520636850393,0.811304793631496,"0"
477.0,1630.0,36.0,131.0,59.0,67.0,29.0,30.0,"1",0.2964697117386592,0.7035302882613408,"0"
513.0,1630.0,153.0,36.0,59.0,67.0,144.0,29.0,"1",0.13386999765793597,0.8661300023420642,"0"
666.0,1630.0,689.0,153.0,59.0,67.0,163.0,27.0,"1",0.9106225246276147,0.0893774753723854,"1"
1355.0,1630.0,351.0,689.0,59.0,67.0,124.0,36.0,"1",0.906690154823474,0.09330984517652595,"1"
1706.0,1630.0,376.0,351.0,59.0,67.0,149.0,39.0,"1",0.9016404400776806,0.09835955992231926,"1"
2082.0,1630.0,1736.0,376.0,59.0,67.0,150.0,39.0,"1",0.9450498350207203,0.05495016497927973,"1"
347.0,1688.0,133.0,1736.0,59.0,59.0,122.0,29.0,"1",0.6879202315093752,0.31207976849062474,"1"
480.0,1688.0,73.0,133.0,59.0,59.0,63.0,29.0,"1",0.3104395510664514,0.6895604489335486,"0"
553.0,1688.0,59.0,73.0,59.0,59.0,50.0,29.0,"1",0.2645479825858643,0.7354520174141356,"0"
612.0,1688.0,36.0,59.0,59.0,59.0,30.0,29.0,"1",0.2520364215499579,0.7479635784500419,"0"
648.0,1688.0,153.0,36.0,59.0,59.0,143.0,29.0,"1",0.13564372856350088,0.8643562714364991,"0"
801.0,1688.0,560.0,153.0,59.0,59.0,163.0,27.0,"1",0.8898677842807471,0.1101322157192529,"1"
1361.0,1688.0,356.0,560.0,59.0,59.0,106.0,37.0,"1",0.9019414674247732,0.09805853257522679,"1"
1717.0,1688.0,377.0,356.0,59.0,59.0,125.0,34.0,"1",0.9000801225708727,0.09991987742912734,"1"
2094.0,1688.0,1748.0,377.0,59.0,59.0,126.0,37.0,"1",0.9446905368665187,0.055309463133481215,"1"
347.0,1747.0,131.0,1748.0,59.0,59.0,121.0,30.0,"1",0.6831364698637509,0.3168635301362491,"1"
478.0,1747.0,35.0,131.0,59.0,59.0,29.0,30.0,"1",0.293633126834354,0.7063668731656461,"0"
513.0,1747.0,132.0,35.0,59.0,59.0,121.0,31.0,"1",0.12633946779312294,0.873660532206877,"0"
645.0,1747.0,85.0,132.0,59.0,59.0,74.0,38.0,"1",0.2791985699482692,0.7208014300517309,"0"
730.0,1747.0,59.0,85.0,59.0,59.0,49.0,30.0,"1",0.277611883531217,0.722388116468783,"0"
789.0,1747.0,565.0,59.0,59.0,59.0,148.0,36.0,"1",0.6788131040759346,0.32118689592406535,"1"
1354.0,1747.0,378.0,565.0,59.0,59.0,125.0,37.0,"1",0.9029124989454479,0.09708750105455209,"1"
1732.0,1747.0,373.0,378.0,59.0,59.0,123.0,37.0,"1",0.9008880207600579,0.09911197923994206,"1"
2105.0,1747.0,1760.0,373.0,59.0,59.0,126.0,39.0,"1",0.9453699796785152,0.05463002032148482,"1"
346.0,1805.0,1041.0,1760.0,59.0,59.0,81.0,29.0,"1",0.7961048612632005,0.20389513873679954,"1"
1387.0,1805.0,361.0,1041.0,95.0,59.0,92.0,36.0,"1",0.9115883967387547,0.08841160326124534,"1"
1748.0,1805.0,376.0,361.0,95.0,59.0,107.0,39.0,"1",0.898133520925824,0.101866479074176,"1"
2124.0,1805.0,1704.0,376.0,95.0,59.0,107.0,39.0,"1",0.935072850668477,0.06492714933152297,"1"
421.0,1863.0,74.0,1704.0,95.0,95.0,65.0,30.0,"1",0.6515727596510976,0.3484272403489024,"1"
495.0,1863.0,146.0,74.0,145.0,95.0,137.0,38.0,"1",0.131604628640046,0.868395371359954,"0"
641.0,1863.0,42.0,146.0,145.0,95.0,32.0,38.0,"1",0.29630786284503724,0.7036921371549627,"0"
683.0,1863.0,84.0,42.0,145.0,95.0,74.0,38.0,"1",0.1294788572296944,0.8705211427703056,"0"
767.0,1863.0,59.0,84.0,145.0,95.0,47.0,38.0,"1",0.23858236791221776,0.7614176320877822,"0"
826.0,1863.0,159.0,59.0,145.0,95.0,150.0,27.0,"1",0.18490680498447568,0.8150931950155244,"0"
985.0,1863.0,401.0,159.0,145.0,95.0,115.0,27.0,"1",0.8795104552744456,0.12048954472555448,"1"
1386.0,1863.0,351.0,401.0,145.0,95.0,93.0,36.0,"1",0.893958320840162,0.10604167915983795,"1"
1737.0,1863.0,370.0,351.0,145.0,95.0,106.0,37.0,"1",0.8961207931826891,0.10387920681731094,"1"
2107.0,1863.0,1801.0,370.0,145.0,95.0,124.0,39.0,"1",0.9239520473520101,0.07604795264798993,"1"
309.0,1954.0,67.0,1801.0,145.0,145.0,137.0,35.0,"1",0.23537609630000142,0.7646239036999986,"0"
346.0,2009.0,124.0,67.0,67.0,67.0,113.0,27.0,"1",0.2283712731118791,0.7716287268881208,"0"
470.0,2009.0,152.0,124.0,58.0,67.0,140.0,38.0,"1",0.22995857307492965,0.7700414269250704,"0"
622.0,2009.0,33.0,152.0,58.0,67.0,23.0,26.0,"1",0.3131077526918927,0.6868922473081073,"0"
655.0,2009.0,153.0,33.0,58.0,67.0,144.0,29.0,"1",0.11509947039059754,0.8849005296094025,"0"
808.0,2009.0,545.0,153.0,58.0,67.0,155.0,38.0,"1",0.8556189565936079,0.14438104340639224,"1"
1353.0,2009.0,388.0,545.0,58.0,67.0,126.0,37.0,"1",0.9007111788991503,0.09928882110084972,"1"
1741.0,2009.0,388.0,388.0,58.0,67.0,101.0,37.0,"1",0.8978607490824231,0.10213925091757697,"1"
2129.0,2009.0,1784.0,388.0,58.0,67.0,90.0,35.0,"1",0.9532547122882657,0.04674528771173431,"1"
346.0,2067.0,124.0,1784.0,58.0,58.0,113.0,26.0,"1",0.658742897591692,0.34125710240830814,"1"
470.0,2067.0,151.0,124.0,59.0,58.0,140.0,38.0,"1",0.21806964942763143,0.7819303505723686,"0"
621.0,2067.0,34.0,151.0,59.0,58.0,24.0,26.0,"1",0.3099361007130867,0.6900638992869134,"0"
655.0,2067.0,143.0,34.0,59.0,58.0,133.0,38.0,"1",0.0785349635771155,0.9214650364228845,"0"
798.0,2067.0,565.0,143.0,59.0,58.0,154.0,37.0,"1",0.84521835024375,0.1547816497562499,"1"
1363.0,2067.0,384.0,565.0,59.0,58.0,103.0,34.0,"1",0.8992881098500066,0.1007118901499934,"1"
1747.0,2067.0,415.0,384.0,59.0,58.0,108.0,39.0,"1",0.8972449588154552,0.1027550411845448,"1"
2162.0,2067.0,1817.0,415.0,59.0,58.0,69.0,36.0,"1",0.9686342485173568,0.031365751482643166,"1"
346.0,2126.0,135.0,1817.0,59.0,59.0,125.0,27.0,"1",0.6440833450715235,0.3559166549284764,"1"
481.0,2126.0,34.0,135.0,70.0,59.0,24.0,26.0,"1",0.3003751816583867,0.6996248183416134,"0"
515.0,2126.0,132.0,34.0,70.0,59.0,122.0,20.0,"1",0.21074450300477776,0.7892554969952223,"0"
647.0,2126.0,88.0,132.0,70.0,59.0,77.0,35.0,"1",0.2745553592991686,0.7254446407008315,"0"
735.0,2126.0,52.0,88.0,70.0,59.0,43.0,23.0,"1",0.28879195118549483,0.7112080488145053,"0"
787.0,2126.0,36.0,52.0,70.0,59.0,29.0,30.0,"1",0.2152135500148444,0.7847864499851556,"0"
823.0,2126.0,102.0,36.0,70.0,59.0,92.0,29.0,"1",0.13357085110463132,0.8664291488953686,"0"
925.0,2126.0,47.0,102.0,70.0,59.0,39.0,22.0,"1",0.2968031460312471,0.703196853968753,"0"
972.0,2126.0,592.0,47.0,70.0,59.0,106.0,30.0,"1",0.6663087447554149,0.3336912552445851,"1"
383.0,2185.0,59.0,592.0,70.0,70.0,49.0,29.0,"1",0.3608487276231616,0.6391512723768384,"0"
442.0,2185.0,120.0,59.0,69.0,70.0,109.0,38.0,"1",0.10469461750724077,0.8953053824927591,"0"
562.0,2185.0,33.0,120.0,69.0,70.0,23.0,26.0,"1",0.29333520568908844,0.7066647943109114,"0"
595.0,2185.0,84.0,33.0,69.0,70.0,74.0,23.0,"1",0.21484343238786371,0.7851565676121363,"0"
679.0,2185.0,145.0,84.0,69.0,70.0,135.0,30.0,"1",0.19607086894413162,0.8039291310558684,"0"
824.0,2185.0,74.0,145.0,69.0,70.0,64.0,30.0,"1",0.29566475829356975,0.7043352417064304,"0"
898.0,2185.0,481.0,74.0,69.0,70.0,174.0,29.0,"1",0.7148547831763129,0.28514521682368715,"1"
1379.0,2185.0,376.0,481.0,69.0,70.0,86.0,33.0,"1",0.8951118638633695,0.10488813613663053,"1"
1755.0,2185.0,363.0,376.0,69.0,70.0,88.0,33.0,"1",0.8952628670795163,0.10473713292048377,"1"
2118.0,2185.0,1773.0,363.0,69.0,70.0,101.0,33.0,"1",0.9449268030342638,0.0550731969657361,"1"
346.0,2243.0,168.0,1773.0,69.0,69.0,158.0,37.0,"1",0.6187487755756385,0.3812512244243615,"1"
514.0,2243.0,34.0,168.0,58.0,69.0,28.0,29.0,"1",0.2947187296111241,0.705281270388876,"0"
548.0,2243.0,132.0,34.0,58.0,69.0,122.0,20.0,"1",0.20401328229669158,0.7959867177033083,"0"
680.0,2243.0,1051.0,132.0,58.0,69.0,72.0,30.0,"1",0.8992369536456383,0.10076304635436167,"1"
1731.0,2243.0,375.0,1051.0,58.0,69.0,123.0,39.0,"1",0.9231869153923824,0.07681308460761761,"1"
2106.0,2243.0,1761.0,375.0,58.0,69.0,125.0,40.0,"1",0.9536651206505585,0.046334879349441485,"1"
346.0,2301.0,74.0,1761.0,58.0,58.0,63.0,29.0,"1",0.6192269157527491,0.38077308424725087,"1"
420.0,2301.0,949.0,74.0,59.0,58.0,130.0,29.0,"1",0.9039294057532242,0.09607059424677572,"1"
1369.0,2301.0,374.0,949.0,59.0,58.0,109.0,39.0,"1",0.9080013706040784,0.09199862939592168,"1"
1743.0,2301.0,381.0,374.0,59.0,58.0,111.0,36.0,"1",0.8942082274438022,0.10579177255619775,"1"
2124.0,2301.0,1779.0,381.0,59.0,58.0,106.0,39.0,"1",0.9589279087049336,0.04107209129506646,"1"
346.0,2360.0,1399.0,1779.0,59.0,59.0,80.0,29.0,"1",0.725704486253097,0.27429551374690303,"1"
1745.0,2360.0,1326.0,1399.0,95.0,59.0,109.0,38.0,"1",0.9971132122833244,0.0028867877166755813,"1"
421.0,2418.0,73.0,1326.0,95.0,95.0,64.0,30.0,"1",0.5123056654919648,0.4876943345080353,"1"
494.0,2418.0,146.0,73.0,144.0,95.0,137.0,38.0,"1",0.09996545570283702,0.900034544297163,"0"
640.0,2418.0,42.0,146.0,144.0,95.0,32.0,37.0,"1",0.2619146423000845,0.7380853576999155,"0"
682.0,2418.0,84.0,42.0,144.0,95.0,74.0,37.0,"1",0.09797585676527605,0.902024143234724,"0"
766.0,2418.0,59.0,84.0,144.0,95.0,47.0,38.0,"1",0.193472113729352,0.806527886270648,"0"
825.0,2418.0,132.0,59.0,144.0,95.0,123.0,39.0,"1",0.08263212552437953,0.9173678744756205,"0"
957.0,2418.0,397.0,132.0,144.0,95.0,115.0,28.0,"1",0.8548889114614805,0.14511108853851953,"1"
1354.0,2418.0,384.0,397.0,144.0,95.0,124.0,37.0,"1",0.8902082465405303,0.10979175345946968,"1"
1738.0,2418.0,366.0,384.0,144.0,95.0,104.0,37.0,"1",0.8923765564013484,0.10762344359865159,"1"
2104.0,2418.0,1800.0,366.0,144.0,95.0,126.0,37.0,"1",0.9345600732033797,0.06543992679662032,"1"
